,url,title,original_title,year,country,genre,plot,Ιστορική,Οικογενειακή,Παρωδία,Γουέστερν,Μεταφυσικό Θρίλερ,Κωμωδία,Τρόμου,Ντοκιουντράμα,Έπος,Καταστροφής,Επιστημονικής Φαντασίας,Σάτιρα,Αθλητική,Κατασκοπική,Ντοκιμαντέρ,Δραμεντί,Περιπέτεια,Δραματική,Θρίλερ,Δράσης,Πολιτικό Θρίλερ,Τέρατα,Σινεφίλ,Μυστηρίου,Κινούμενα Σχέδια,Βιογραφία,Πολεμική,Νεανική,Νουάρ,Tηλεταινία,Ερωτική,Θρησκευτική,Υπερήρωες,Γκανγκστερική,Αστυνομική,Εποχής,Μαύρη Κωμωδία,Δραματικό Θρίλερ,Ταινία Δρόμου,Μιούζικαλ,Μουσική,Πολεμικό Δράμα,Πολεμικών Τεχνών,Αισθηματική,Πολιτική,Φαντασίας,Κομεντί,Χορευτική
0,https://www.filmy.gr/movies-database/the-night-fernando-pessoa-met-constantine-cavafy/,Τη Νύχτα που ο Φερνάντο Πεσσόα Συνάντησε τον Κωνσταντίνο Καβάφη,Τη Νύχτα που ο Φερνάντο Πεσσόα Συνάντησε τον Κωνσταντίνο Καβάφη,2008,Ελλάδα,"Βιογραφία,Εποχής,Ιστορική,Ντοκιμαντέρ,Ντοκιουντράμα,Σινεφίλ","Στις 21 Οκτωβρίου του 1929, το υπερωκεάνιο Saturnia ξεκινά από την Τεργέστη το ταξίδι του προς την Αμερική, μαζεύοντας μετανάστες από τα λιμάνια της Μεσογείου. Ένας νεαρός Έλληνας που επιβιβάζεται στην Πάτρα θα γίνει μάρτυρας μιας απρόσμενης συνάντησης: μια νύχτα, σ’ αυτό το πλοίο που κουβαλά τα όνειρα του Νέου Κόσμου, θα λάβει χώρα η εξίσου ονειρική αλλά και πραγματική συνάντηση δύο μεγάλων ποιητών του αιώνα που πέρασε: του Φερνάντο Πεσσόα και του Κωνσταντίνου Καβάφη.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,https://www.filmy.gr/movies-database/king-arthur/,Βασιλιάς Αρθούρος,King Arthur,2004,ΗΠΑ,"Δράσης,Έπος,Εποχής,Περιπέτεια,Πολεμική","Ο Αρθούρος διοικεί μια ομάδα ιπποτών για λογαριασμό της Ρωμαϊκής Αυτοκρατορίας. Ο ίδιος, έχοντας ρωμαίο πατέρα και βρετανίδα μητέρα, αισθάνεται καθήκον του να εκτελεί τις εντολές της Ρώμης, έστω κι αν εκείνη χάνει τη δύναμή της. Οι ιππότες του τον ακολουθούν πιστά περιμένοντας την ελευθερία που τους έχει τάξει η Ρώμη με την πάροδο 15 χρόνων υπηρεσίας. Όταν έρχεται όμως η πολυπόθητη στιγμή, ο Αρθούρος δέχεται εντολή να βοηθήσει μια ρωμαϊκή οικογένεια να γλιτώσει από την επέλαση των Σαξόνων και να την οδηγήσει σε ασφαλές μέρος. Οι ιππότες και ο Αρθούρος βρίσκονται μπροστά σε ένα σημαντικό δίλημμα. Να απαρνηθούν την έγγραφη ελευθερία τους ή να οδηγηθούν σε μια τελευταία αποστολή αυτοκτονίας;",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,https://www.filmy.gr/movies-database/pavarotti/,Παβαρότι,Pavarotti,2019,ΗΠΑ,"Βιογραφία,Μουσική,Ντοκιμαντέρ","Συνδυάζοντας στιγμές από τη ζωή και την καριέρα του πληθωρικού τενόρου Λουτσιάνο Παβαρότι με εντυπωσιακό αρχειακό υλικό και μια πληθώρα «συμπρωταγωνιστών», από την πριγκίπισσα Νταϊάνα, τον Μπόνο και τον Σπάικ Λι, μέχρι τους Πλάθιντο Ντομίνγκο και Χοσέ Καρέρας, ο Ρον Χάουαρντ παραδίδει μια μονογραφία, ποτισμένη με το ίδιο πάθος με το οποίο έντυσε κάθε κορόνα του ο απόλυτος σταρ της σύγχρονης όπερας.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,https://www.filmy.gr/movies-database/this-beautiful-fantastic/,Ο Φανταστικός Κόσμος της Μπέλα,This Beautiful Fantastic,2016,Μ. Βρετανία,"Αισθηματική,Δραμεντί,Νεανική","Η Μπέλα Μπράουν είναι μια φαντασιόπληκτη, όσο κι όμορφη νεαρή κοπέλα που ονειρεύεται να γίνει πετυχημένη συγγραφέας και σχεδιάστρια ενός παιδικού βιβλίου. Παρά το ότι μικρή την παράτησαν, τη μανιοπαρορμητική διαταραχή που πάσχει, το απαίσιο αφεντικό της στη βιβλιοθήκη και τον παραλυτικό της φόβο για τη χλωρίδα και την πανίδα, η Μπέλα δεν το βάζει κάτω. Όταν εξαναγκάζεται από τον σπιτονοικοκύρη της να φροντίσει τον παραμελημένο κήπο της, συναντά τη νέμεσις της, αλλά και τον μέντορα της στο πρόσωπο του Άλφι Στίβενσον, ενός γκρινιάρη, χωρίς αγάπη, πλούσιου γηραιού άντρα που ζει στη διπλανή πόρτα και τυχαίνει να είναι απίθανος στην κηπουρική.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,https://www.filmy.gr/movies-database/earthquake-bird/,Προάγγελμα Θανάτου,Earthquake Bird,2019,ΗΠΑ,"Αισθηματική,Δραματική,Δραματικό Θρίλερ,Εποχής,Ερωτική,Μυστηρίου","Τόκιο, 1989. Η Λούσι Φλάι, μια αινιγματική μετανάστρια που στοιχειώνεται από ένα οδυνηρό παρελθόν, ξεκινά μια έντονη σχέση με τον Τέιτζι, έναν γοητευτικό αλλά εξίσου προβληματικό ντόπιο φωτογράφο. Αν κι εξωτερικά φαίνεται ατάραχη, η Λούσι σιγά-σιγά λυγίζει όταν μια αφελής νεοφερμένη, η Λίλι Μπρίτζες, διεισδύει στη ζωή τους και καταλήγει αγνοούμενη, κι ενδεχομένως νεκρή.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5,https://www.filmy.gr/movies-database/the-game-plan/,Μπαμπάς για Γκολ,The Game Plan,2007,ΗΠΑ,"Αθλητική,Κωμωδία,Οικογενειακή","Κατά συρροή εργένης, ο σούπερ σταρ των γηπέδων Τζο Κίνγκμαν ζει την απόλυτη φαντασίωση: είναι πλούσιος, διάσημος και η ψυχή του πάρτι. Αλλά το όνειρο μοιάζει να καταρρέει, όταν ανακαλύπτει ότι έχει μια 7χρονη κόρη. Τώρα κι ενώ καλείται να αφοσιωθεί στην καριέρα του, συνδυάζει πάρτι, προπονήσεις και ραντεβού με μαθήματα μπαλέτου, παραμύθια και κούκλες, που πάνε πακέτο με την κόρη του. Δύσκολοι καιροί για πατέρες, όμως ο Τζο θα συνειδητοποιήσει ότι υπάρχει και κάτι άλλο από τα λεφτά και τη δόξα των χιλιάδων θαυμαστών: καμιά φορά ένας μικρός θαυμαστής είναι υπεραρκετός.",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,https://www.filmy.gr/movies-database/paris-texas/,Παρίσι-Τέξας,"Paris, Texas",1984,Γερμανία,"Δραματική,Σινεφίλ,Ταινία Δρόμου","Ένας άνδρας βγαίνει από την έρημο με αμνησία. Ο αδερφός του προσπαθεί να τον βοηθήσει να ανασυντάξει τη μνήμη του και να ανατρέξει πίσω στη ζωή που άφησε, όταν εγκατέλειψε τη γυναίκα του και τον γιο του τέσσερα χρόνια πριν. Καθώς η μνήμη του επανέρχεται σταδιακά, προσπαθεί να έρθει ξανά σε επαφή με τα οικεία πρόσωπα του παρελθόντος.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,https://www.filmy.gr/movies-database/robocop-2/,Ρόμποκοπ 2,RoboCop 2,1990,ΗΠΑ,"Δράσης,Επιστημονικής Φαντασίας,Θρίλερ,Υπερήρωες","Το πρόγραμμα Ρόμποκοπ έχει πλέον πετύχει, και η τάξη έχει επέλθει στους δρόμους. Όμως, ένα νέο ναρκωτικό, το νιουκ, κάνει την εμφάνιση του υπό την εποπτεία του μαφιόζου Κέιν. Κι ενώ ο Ρόμποκοπ δεν φαίνεται τώρα αρκετός για τη δουλειά, η εταιρία OCP σχεδιάζει το Ρόμποκοπ 2, ακόμα κι αν ελλοχεύουν θανάσιμοι κίνδυνοι.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,https://www.filmy.gr/movies-database/home-alone-2-lost-in-new-york/,Μόνος στο Σπίτι 2: Χαμένος στη Νέα Υόρκη,Home Alone 2: Lost in New York,1992,ΗΠΑ,"Κωμωδία,Μαύρη Κωμωδία,Οικογενειακή","Η οικογένεια ΜακΆλιστερ φεύγει για διακοπές στη Φλόριντα. Ο μικρός Κέβιν όμως χωρίζει από την υπόλοιπη οικογένεια και καταφέρνει να επιβιβαστεί σε ένα αεροπλάνο με προορισμό τη Νέα Υόρκη. Φτάνοντας πηγαίνει στο καλύτερο ξενοδοχείο χρησιμοποιώντας την πιστωτική κάρτα του πατέρα του, και στη συνέχεια αρχίζει να διασκεδάζει. Δυστυχώς, οι παλιοί γνώριμοι διαρρήκτες έχουν βγει από τη φυλακή και βρίσκονται στη Νέα Υόρκη, όπου σχεδιάζουν να ληστέψουν ένα πολυκατάστημα παιχνιδιών την παραμονή των Χριστουγέννων. Ο Κέβιν ανακαλύπτει τα σχέδιά τους και ψάχνει να βρει τρόπο να τους εμποδίσει.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,https://www.filmy.gr/movies-database/armageddon/,Αρμαγεδδών,Armageddon,1998,ΗΠΑ,"Δράσης,Επιστημονικής Φαντασίας,Έπος,Καταστροφής,Περιπέτεια","Ένας γιγάντιος αστεροειδής, που φαίνεται να έχει το μέγεθος του Τέξας, κατευθύνεται προς τη Γη με ταχύτητα 35.000 χλμ την ώρα. Το ανώτατο επιτελείο της NASA βρίσκεται σε πανικό, αφού υπολογίζουν ότι σε περίπου δύο εβδομάδες ο αστεροειδής θα προσκρούσει στη Γη με ολέθρια αποτελέσματα για τον πλανήτη και το ανθρώπινο είδος. Καθώς τα χρονικά περιθώρια είναι ελάχιστα, ο διευθυντής της NASA δεν έχει άλλη επιλογή από το να καταφύγει στην τελευταία και πιο απίθανη λύση: να στείλει τον Χάρι Στάμπερ, έμπειρο εκσκαφέα, και την κάπως απροσάρμοστη ομάδα του να συναντήσουν πρώτοι τον αστεροειδή. Αποστολή τους είναι να τρυπήσουν την επιφάνειά του και να τοποθετήσουν στο βάθος του πυρηνικές βόμβες για να τον καταστρέψουν. Πιθανότητες επιτυχίας: ελάχιστες…",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
